ID Allocation Policy is 0(low port first) / 1(Crossing Paths based method): 1
Address method is 0(destination_based) / 1(path_based): 1
 dst_based renewable label = 10
 path_based renewable label = 10


 (east, west, south, north, front, back, from host0,... east(vch2), south(vch2), west(vch2), north(vch2), front, back, from host(vch2)0,.. to host(vch2)0,..
 Node 99:   0 1 2 0 0 0 1 1 0 0 0 0 0 4 0 0
 Node 100:   1 0 0 0 5 0 0 0 0 0 0 0 0 1 1 1
 Node 101:   1 1 2 2 0 0 1 1 0 0 0 0 0 4 0 0
 Node 102:   1 1 1 1 7 0 0 0 0 0 0 0 0 4 1 1
 Node 103:   1 2 2 0 0 0 1 1 0 0 0 0 0 4 0 0
 Node 104:   1 2 0 0 5 0 0 0 0 0 0 0 0 0 1 1
 Node 105:   1 2 2 0 0 0 1 1 0 0 0 0 0 4 0 0
 Node 106:   1 2 0 0 5 0 0 0 0 0 0 0 0 1 1 1
 Node 107:   0 2 2 0 0 0 1 1 0 0 0 0 0 4 0 0
 Node 108:   0 1 0 0 5 0 0 0 1 0 0 0 0 0 1 1
 Node 109:   0 2 2 0 0 0 1 1 0 0 0 0 0 4 0 0
 Node 110:   0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1
 Node 111:   0 2 2 2 1 0 1 1 1 0 0 0 0 4 0 0
 Node 112:   1 0 2 2 3 0 0 0 0 2 0 0 0 2 1 1
 Node 113:   1 1 0 0 0 0 1 1 0 2 0 0 0 0 0 0
 Node 114:   1 0 0 1 3 0 0 0 0 2 0 0 0 0 1 1
 Node 115:   0 1 2 1 0 0 1 1 0 0 0 0 0 3 0 0
 Node 116:   1 0 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 117:   1 1 2 2 0 0 1 1 0 0 0 0 0 3 0 0
 Node 118:   2 1 2 1 5 0 0 0 0 0 0 0 0 1 1 1
 Node 119:   2 2 2 1 0 0 1 1 0 0 0 0 0 3 0 0
 Node 120:   2 2 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 121:   1 2 2 1 0 0 1 1 0 0 0 0 0 4 0 0
 Node 122:   1 1 0 1 3 0 0 0 0 0 0 0 0 1 1 1
 Node 123:   0 1 2 1 0 0 1 1 0 0 0 0 0 3 0 0
 Node 124:   0 0 0 0 3 0 0 0 1 0 0 0 0 0 1 1
 Node 125:   0 1 2 1 0 0 1 1 0 0 0 0 0 3 0 0
 Node 126:   0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1
 Node 127:   0 1 2 2 0 0 1 1 1 0 0 0 0 3 0 0
 Node 128:   1 0 1 2 3 0 0 0 0 2 0 0 0 0 1 1
 Node 129:   1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0
 Node 130:   1 0 0 2 3 0 0 0 0 0 0 0 0 0 1 1
 Node 131:   0 1 2 2 0 0 1 1 0 0 0 0 0 3 0 0
 Node 132:   1 0 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 133:   1 1 2 2 0 0 1 1 0 0 0 0 0 2 0 0
 Node 134:   2 0 1 2 5 0 0 0 0 0 0 0 0 1 1 1
 Node 135:   2 1 2 2 0 0 1 1 0 0 0 0 0 3 0 0
 Node 136:   2 1 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 137:   1 1 2 2 0 0 1 1 0 0 0 0 0 4 0 0
 Node 138:   1 2 0 2 2 0 0 0 0 0 0 0 0 0 1 1
 Node 139:   0 2 2 2 1 0 1 1 0 0 0 0 0 3 0 0
 Node 140:   0 2 0 0 2 0 0 0 1 0 0 0 0 0 1 1
 Node 141:   0 2 2 2 1 0 1 1 0 0 0 0 0 3 0 0
 Node 142:   0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 1
 Node 143:   0 2 2 2 1 0 1 1 1 0 0 0 0 3 0 0
 Node 144:   1 0 0 2 5 0 0 0 0 2 0 0 0 3 1 1
 Node 145:   1 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0
 Node 146:   1 0 0 1 5 0 0 0 0 1 0 0 0 1 1 1
 Node 147:   0 1 2 1 0 0 1 1 0 0 0 0 0 4 0 0
 Node 148:   1 0 0 0 5 0 0 0 0 0 0 0 0 2 1 1
 Node 149:   1 1 2 2 0 0 1 1 0 0 0 0 0 4 0 0
 Node 150:   2 1 0 1 7 0 0 0 0 0 0 0 0 3 1 1
 Node 151:   2 2 2 1 0 0 1 1 0 0 0 0 0 4 0 0
 Node 152:   2 2 0 0 5 0 0 0 0 0 0 0 0 1 1 1
 Node 153:   1 2 2 1 0 0 1 1 0 0 0 0 0 4 0 0
 Node 154:   1 2 0 1 5 0 0 0 0 0 0 0 0 0 1 1
 Node 155:   0 2 2 1 0 0 1 1 0 0 0 0 0 3 0 0
 Node 156:   0 1 0 0 5 0 0 0 1 0 0 0 0 1 1 1
 Node 157:   0 2 2 1 0 0 1 1 0 0 0 0 0 4 0 0
 Node 158:   0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 1
 Node 159:   0 2 2 2 0 0 1 1 1 0 0 0 0 3 0 0
 Node 160:   1 0 0 1 3 0 0 0 0 2 0 0 0 2 1 1
 Node 161:   1 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0
 Node 162:   1 0 0 1 3 0 0 0 0 1 0 0 0 0 1 1
 Node 163:   0 1 1 1 0 0 1 1 0 0 0 0 0 3 0 0
 Node 164:   1 0 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 165:   1 1 1 2 0 0 1 1 0 0 0 0 0 3 0 0
 Node 166:   2 1 0 2 5 0 0 0 0 0 0 0 0 2 1 1
 Node 167:   2 2 1 1 0 0 1 1 0 0 0 0 0 3 0 0
 Node 168:   2 2 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 169:   1 2 2 1 0 0 1 1 0 0 0 0 0 4 0 0
 Node 170:   1 2 0 1 3 0 0 0 0 0 0 0 0 0 1 1
 Node 171:   0 2 1 1 0 0 1 1 0 0 0 0 0 3 0 0
 Node 172:   0 1 0 0 3 0 0 0 1 0 0 0 0 0 1 1
 Node 173:   0 2 1 1 0 0 1 1 0 0 0 0 0 3 0 0
 Node 174:   0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1
 Node 175:   0 2 1 2 0 0 1 1 1 0 0 0 0 3 0 0
 Node 176:   1 0 0 1 3 0 0 0 0 1 0 0 0 1 1 1
 Node 177:   1 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0
 Node 178:   1 0 0 1 3 0 0 0 0 1 0 0 0 0 1 1
 Node 179:   0 1 0 1 0 0 1 1 0 0 0 0 0 3 0 0
 Node 180:   1 0 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 181:   1 1 0 1 0 0 1 1 0 0 0 0 0 3 0 0
 Node 182:   1 1 0 2 5 0 0 0 0 0 0 0 0 1 1 1
 Node 183:   1 2 0 1 0 0 1 1 0 0 0 0 0 3 0 0
 Node 184:   1 2 0 0 3 0 0 0 0 0 0 0 0 0 1 1
 Node 185:   1 2 0 1 0 0 1 1 0 0 0 0 0 4 0 0
 Node 186:   1 1 0 1 3 0 0 0 0 0 0 0 0 0 1 1
 Node 187:   0 1 0 1 0 0 1 1 0 0 0 0 0 3 0 0
 Node 188:   0 0 0 0 3 0 0 0 1 0 0 0 0 0 1 1
 Node 189:   0 1 0 1 0 0 1 1 0 0 0 0 0 3 0 0
 Node 190:   0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1
 Node 191:   0 1 0 1 0 0 1 1 1 0 0 0 0 3 0 0
 Node 192:   1 0 0 0 3 0 0 0 0 2 0 0 0 0 1 1
 Node 193:   1 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0
